cidade,dt,r1,r2,r3,r4,tmin,tmax,wmx,c1,c2,c3,c4
Anguera - BA,2026-06-01,1.29,0.58,0.41,1.02,21.41,27.05,12.4,2,1,1,3
Anguera - BA,2026-06-02,2.23,1.27,1.01,1.09,21.1,26.07,13.94,3,2,2,3
Anguera - BA,2026-06-03,2.5,1.2,0.87,0.85,20.85,25.16,16.32,3,2,2,2
Anguera - BA,2026-06-04,1.03,0.4,0.26,0.17,19.88,25.59,19.38,2,1,1,2
Anguera - BA,2026-06-05,0.62,0.17,0.06,0.0,18.19,25.16,18.93,3,2,0,0
Anguera - BA,2026-06-06,0.09,0.0,0.0,0.0,16.94,25.53,16.96,0,1,0,0
Anguera - BA,2026-06-07,0.33,0.0,0.0,0.02,17.5,25.65,13.95,1,2,0,1
Ângulo - PR,2026-05-29,0.0,0.0,0.05,0.0,15.98,24.35,10.1,0,0,0,0
Ângulo - PR,2026-05-30,0.04,0.0,0.0,0.0,15.44,24.41,7.73,0,0,0,0
Ângulo - PR,2026-05-31,0.09,0.0,0.0,0.0,15.48,25.17,5.11,0,0,0,0
Ângulo - PR,2026-06-01,0.27,0.05,0.0,0.0,14.98,24.83,7.22,0,0,0,0
Ângulo - PR,2026-06-02,0.0,0.0,0.0,0.0,13.29,23.38,12.57,0,0,0,0
Ângulo - PR,2026-06-03,0.0,0.0,0.0,0.0,13.79,22.75,14.15,0,0,0,0
Ângulo - PR,2026-06-04,0.0,0.0,0.0,0.0,13.73,23.87,15.81,0,0,0,0
Ângulo - PR,2026-06-05,0.0,0.0,0.0,0.0,11.76,21.95,14.93,0,0,0,0
Ângulo - PR,2026-06-06,0.0,0.0,0.0,0.0,11.44,21.47,12.07,0,0,0,0
Ângulo - PR,2026-06-07,0.0,0.01,0.0,0.0,11.69,22.68,8.77,0,0,0,0
Anhanguera - GO,2026-05-29,0.0,0.0,0.0,0.0,18.23,27.35,9.12,0,1,0,0
Anhanguera - GO,2026-05-30,0.05,0.0,0.0,0.0,17.0,27.63,4.87,0,1,0,0
Anhanguera - GO,2026-05-31,0.18,0.0,0.0,0.0,16.51,27.8,4.79,0,0,0,0
Anhanguera - GO,2026-06-01,0.07,0.0,0.0,0.0,14.94,28.36,6.78,0,0,0,0
Anhanguera - GO,2026-06-02,0.0,0.0,0.0,0.0,14.04,27.76,8.01,0,0,0,0
Anhanguera - GO,2026-06-03,0.0,0.0,0.0,0.0,15.48,27.47,7.6,0,0,0,0
Anhanguera - GO,2026-06-04,0.0,0.0,0.0,0.0,14.41,26.66,11.06,0,0,0,0
Anhanguera - GO,2026-06-05,0.0,0.0,0.0,0.0,12.48,24.63,11.33,0,0,0,0
Anhanguera - GO,2026-06-06,0.0,0.0,0.0,0.0,10.81,23.0,11.91,0,0,0,0
Anhanguera - GO,2026-06-07,0.0,0.0,0.0,0.0,11.34,24.27,7.04,0,0,0,0
Anhembi - SP,2026-05-29,0.0,0.0,0.06,0.15,15.04,22.35,13.77,3,0,0,3
Anhembi - SP,2026-05-30,0.09,0.01,0.03,0.03,14.78,23.22,8.12,3,0,0,1
Anhembi - SP,2026-05-31,0.04,0.0,0.01,0.02,13.82,22.77,5.86,3,0,0,1
Anhembi - SP,2026-06-01,0.02,0.0,0.05,0.05,13.48,22.58,8.65,2,1,0,1
Anhembi - SP,2026-06-02,0.01,0.0,0.07,0.12,14.6,22.01,14.87,2,0,0,2
Anhembi - SP,2026-06-03,0.03,0.0,0.07,0.02,14.88,22.38,17.47,2,0,0,1
Anhembi - SP,2026-06-04,0.07,0.0,0.04,0.0,13.38,22.34,16.35,2,1,0,0
Anhembi - SP,2026-06-05,0.01,0.0,0.0,0.0,11.44,20.51,16.17,0,0,0,0
Anhembi - SP,2026-06-06,0.0,0.0,0.0,0.0,10.59,20.4,9.88,0,0,0,0
Anhembi - SP,2026-06-07,0.0,0.0,0.0,0.0,11.37,21.84,4.38,2,0,0,0
Anhumas - SP,2026-05-29,0.0,0.0,0.0,0.0,16.23,26.1,14.06,0,0,0,0
Anhumas - SP,2026-05-30,0.01,0.0,0.0,0.0,16.35,26.35,8.99,0,0,0,0
Anhumas - SP,2026-05-31,0.0,0.0,0.0,0.0,16.32,26.96,7.29,0,0,0,0
Anhumas - SP,2026-06-01,0.11,0.02,0.0,0.0,16.35,26.61,8.77,0,0,0,0
Anhumas - SP,2026-06-02,0.0,0.0,0.0,0.0,14.32,24.7,13.49,0,0,0,0
Anhumas - SP,2026-06-03,0.0,0.0,0.0,0.0,14.92,24.28,16.65,0,0,0,0
Anhumas - SP,2026-06-04,0.0,0.0,0.0,0.0,14.73,25.66,18.6,0,0,0,0
Anhumas - SP,2026-06-05,0.0,0.0,0.0,0.0,12.82,23.73,18.07,0,0,0,0
Anhumas - SP,2026-06-06,0.0,0.0,0.0,0.0,12.66,23.53,13.86,0,0,0,0
Anhumas - SP,2026-06-07,0.0,0.0,0.0,0.0,12.62,24.59,9.51,0,0,0,0
Anicuns - GO,2026-05-29,0.0,0.0,0.0,0.0,19.1,26.82,7.08,0,0,0,1
Anicuns - GO,2026-05-30,0.0,0.0,0.0,0.0,17.41,27.97,7.61,0,1,0,0
Anicuns - GO,2026-05-31,0.0,0.0,0.0,0.0,16.92,28.49,6.23,0,1,0,0
Anicuns - GO,2026-06-01,0.12,0.0,0.0,0.0,16.26,28.42,7.41,0,0,0,0
Anicuns - GO,2026-06-02,0.0,0.0,0.0,0.0,15.38,28.2,9.38,0,0,0,0
Anicuns - GO,2026-06-03,0.0,0.0,0.0,0.0,16.23,28.16,8.19,0,0,0,0
Anicuns - GO,2026-06-04,0.0,0.0,0.0,0.0,16.04,28.12,10.09,0,0,0,0
Anicuns - GO,2026-06-05,0.0,0.0,0.0,0.0,13.91,26.45,11.96,0,0,0,0
Anicuns - GO,2026-06-06,0.0,0.0,0.0,0.0,12.97,24.78,10.86,0,0,0,0
Anicuns - GO,2026-06-07,0.0,0.0,0.0,0.0,12.65,25.74,8.62,0,0,0,0
Anísio de Abreu - PI,2026-05-29,0.0,0.0,0.0,0.0,21.42,32.0,16.34,0,0,0,0
Anísio de Abreu - PI,2026-05-30,0.0,0.0,0.0,0.0,22.0,32.66,13.98,0,0,0,0
Anísio de Abreu - PI,2026-05-31,0.0,0.0,0.01,0.03,22.38,32.05,13.65,1,0,0,0
Anísio de Abreu - PI,2026-06-01,0.23,0.0,0.0,0.0,22.1,31.83,10.34,0,1,0,0
Anísio de Abreu - PI,2026-06-02,0.15,0.0,0.08,0.04,22.73,31.95,11.31,0,0,0,0
Anísio de Abreu - PI,2026-06-03,0.27,0.01,0.1,0.04,22.45,31.22,15.46,1,1,1,0
Anísio de Abreu - PI,2026-06-04,0.1,0.03,0.08,0.0,21.32,30.34,19.11,2,2,1,0
Anísio de Abreu - PI,2026-06-05,0.0,0.0,0.0,0.0,19.57,30.66,15.98,0,1,0,0
Anísio de Abreu - PI,2026-06-06,0.0,0.0,0.0,0.0,19.28,30.22,13.1,0,1,0,0
Anísio de Abreu - PI,2026-06-07,0.0,0.0,0.0,0.0,19.31,30.27,13.26,0,0,0,0
Anita Garibaldi - SC,2026-05-29,0.02,0.62,8.67,4.68,11.07,18.54,11.8,3,1,3,3
Anita Garibaldi - SC,2026-05-30,0.41,0.0,0.0,0.0,11.07,18.1,6.95,2,3,0,3
Anita Garibaldi - SC,2026-05-31,0.3,0.01,0.0,0.0,10.51,18.24,6.98,3,3,1,2
Anita Garibaldi - SC,2026-06-01,0.06,0.0,0.0,0.0,8.41,17.45,6.49,3,2,0,2
Anita Garibaldi - SC,2026-06-02,0.0,0.0,0.0,0.0,9.45,17.82,10.8,3,0,0,1
Anita Garibaldi - SC,2026-06-03,0.0,0.0,0.0,0.0,10.97,17.88,15.43,2,1,0,3
Anita Garibaldi - SC,2026-06-04,0.0,0.0,0.0,0.0,10.79,18.37,18.04,2,1,0,3
Anita Garibaldi - SC,2026-06-05,0.0,0.0,0.0,0.0,8.41,17.7,16.26,2,0,0,1
Anita Garibaldi - SC,2026-06-06,0.0,0.0,0.0,0.0,6.72,17.87,9.72,2,0,0,0
Anita Garibaldi - SC,2026-06-07,0.0,0.0,0.0,0.0,7.62,18.34,4.01,2,0,0,0
Anitápolis - SC,2026-05-29,0.6,0.06,0.81,5.71,10.82,14.91,6.54,3,3,2,3
Anitápolis - SC,2026-05-30,0.91,0.0,0.0,0.0,10.1,15.6,5.07,3,2,2,2
Anitápolis - SC,2026-05-31,0.15,0.06,0.03,0.12,11.23,16.92,3.73,1,2,3,3
Anitápolis - SC,2026-06-01,0.51,0.44,0.16,0.0,10.01,14.39,5.53,3,3,3,3
Anitápolis - SC,2026-06-02,0.14,0.06,0.27,0.26,9.76,14.7,5.87,2,2,3,3
Anitápolis - SC,2026-06-03,1.09,0.5,0.33,0.24,10.38,13.75,5.86,3,3,3,3
Anitápolis - SC,2026-06-04,0.94,0.2,0.0,0.0,8.98,14.12,6.61,3,3,3,3
Anitápolis - SC,2026-06-05,0.1,0.0,0.0,0.0,6.66,14.79,7.04,2,2,0,1
Anitápolis - SC,2026-06-06,0.0,0.0,0.01,0.0,7.03,16.59,7.05,0,0,0,0
Anitápolis - SC,2026-06-07,0.0,0.01,0.0,0.0,7.28,16.93,5.13,0,0,0,0
Anori - AM,2026-05-29,0.85,0.99,0.57,0.43,25.26,31.16,7.92,2,1,1,3
Anori - AM,2026-05-30,1.73,2.2,4.17,7.14,24.35,30.53,4.51,2,1,1,2
Anori - AM,2026-05-31,9.68,5.79,0.53,0.4,23.29,25.96,6.15,2,2,1,2
Anori - AM,2026-06-01,0.95,1.44,1.38,2.12,24.13,30.33,3.76,2,1,0,1
Anori - AM,2026-06-02,2.73,2.05,0.48,0.48,24.13,29.85,5.51,1,1,0,0
Anori - AM,2026-06-03,1.8,1.67,1.12,2.09,24.35,30.63,7.6,0,1,0,1
Anori - AM,2026-06-04,5.38,4.66,3.61,3.31,23.98,28.34,7.4,1,1,2,2
Anori - AM,2026-06-05,4.42,3.66,3.92,3.78,23.79,28.63,5.11,1,1,2,2
Anori - AM,2026-06-06,5.54,3.41,1.98,2.38,23.84,28.06,3.65,2,1,1,1
Anori - AM,2026-06-07,4.71,3.48,1.81,2.2,23.87,28.56,2.92,2,1,0,1
Anta Gorda - RS,2026-05-29,0.0,3.58,10.21,0.95,11.47,16.88,6.21,3,2,3,3
Anta Gorda - RS,2026-05-30,0.29,0.0,0.0,0.05,12.5,19.35,3.72,2,2,2,3
Anta Gorda - RS,2026-05-31,0.46,0.04,0.05,0.24,12.48,18.55,4.44,3,2,2,3
Anta Gorda - RS,2026-06-01,0.35,0.0,0.03,0.01,10.82,16.92,7.02,3,3,2,3
Anta Gorda - RS,2026-06-02,0.03,0.0,0.0,0.0,9.57,16.95,7.78,3,2,1,2
Anta Gorda - RS,2026-06-03,0.0,0.0,0.0,0.0,10.13,20.13,7.02,1,0,0,0
Anta Gorda - RS,2026-06-04,0.0,0.0,0.0,0.0,10.29,20.66,8.15,0,0,0,0
Anta Gorda - RS,2026-06-05,0.0,0.0,0.0,0.0,9.1,20.29,8.11,0,0,0,0
Anta Gorda - RS,2026-06-06,0.0,0.0,0.0,0.0,8.78,20.12,8.29,0,0,0,0
Anta Gorda - RS,2026-06-07,0.0,0.0,0.0,0.0,9.15,19.93,5.71,0,0,0,1
Antas - BA,2026-05-29,0.18,0.0,0.0,0.0,18.23,29.88,16.67,2,0,0,0
Antas - BA,2026-05-30,0.0,0.0,0.0,0.34,20.16,30.32,16.65,1,0,0,2
Antas - BA,2026-05-31,0.34,0.0,0.03,0.34,20.1,29.52,11.55,2,1,0,1
Antas - BA,2026-06-01,0.72,0.55,0.13,0.4,20.73,29.01,12.3,2,1,1,2
Antas - BA,2026-06-02,0.52,0.12,0.0,0.12,19.73,29.35,13.84,2,1,0,0
Antas - BA,2026-06-03,0.41,0.28,0.35,0.72,21.32,29.5,15.72,2,1,1,3
Antas - BA,2026-06-04,1.57,0.66,0.29,0.58,20.73,26.0,21.1,2,2,1,3
Antas - BA,2026-06-05,1.02,0.57,0.05,0.28,19.48,26.23,21.53,2,2,2,2
Antas - BA,2026-06-06,0.53,0.2,0.0,0.05,18.0,26.47,22.66,2,2,1,1
Antas - BA,2026-06-07,0.32,0.05,0.0,0.0,17.78,27.15,17.17,2,2,1,0
Antonina - PR,2026-05-29,0.49,0.33,0.28,0.88,15.1,18.66,6.86,1,3,3,2
Antonina - PR,2026-05-30,1.0,0.12,0.0,0.0,14.28,19.82,4.32,2,2,2,2
Antonina - PR,2026-05-31,0.11,0.12,0.13,0.06,14.85,21.46,4.57,2,1,2,2
Antonina - PR,2026-06-01,0.55,1.13,2.15,1.52,15.73,19.95,6.38,2,2,3,3
Antonina - PR,2026-06-02,0.89,0.37,0.19,0.52,14.35,18.63,5.95,3,2,2,2
Antonina - PR,2026-06-03,2.08,2.77,3.66,3.54,15.63,17.91,6.07,3,3,3,3
Antonina - PR,2026-06-04,2.8,1.95,1.48,1.14,14.23,17.81,6.63,3,2,3,3
Antonina - PR,2026-06-05,1.21,0.29,0.02,0.0,12.23,17.66,6.63,2,2,2,2
Antonina - PR,2026-06-06,0.09,0.0,0.0,0.0,10.16,19.53,4.58,1,2,0,0
Antonina - PR,2026-06-07,0.0,0.0,0.0,0.0,10.81,20.84,4.78,0,0,0,0
Antonina do Norte - CE,2026-05-29,0.0,0.0,0.0,0.0,22.42,31.47,12.95,0,2,0,0
Antonina do Norte - CE,2026-05-30,0.0,0.16,0.2,0.07,22.82,31.07,14.42,0,1,0,0
Antonina do Norte - CE,2026-05-31,0.0,0.0,0.0,0.0,21.92,31.96,12.64,0,1,0,0
Antonina do Norte - CE,2026-06-01,0.0,0.0,0.0,0.0,21.94,32.17,11.48,0,1,0,0
Antonina do Norte - CE,2026-06-02,0.0,0.0,0.01,0.06,22.67,32.01,11.7,0,1,0,0
Antonina do Norte - CE,2026-06-03,0.0,0.0,0.05,0.01,23.2,31.88,12.83,1,1,0,0
Antonina do Norte - CE,2026-06-04,0.0,0.0,0.02,0.01,22.48,31.41,17.6,0,2,0,0
Antonina do Norte - CE,2026-06-05,0.03,0.0,0.0,0.0,21.98,30.04,19.0,1,2,0,0
Antonina do Norte - CE,2026-06-06,0.0,0.02,0.0,0.0,21.38,30.09,18.15,1,2,0,0
Antonina do Norte - CE,2026-06-07,0.0,0.01,0.0,0.0,21.03,30.43,16.05,0,3,0,0
Antônio Almeida - PI,2026-05-29,0.0,0.0,0.0,0.0,24.01,34.16,25.0,0,0,0,0
Antônio Almeida - PI,2026-05-30,0.0,0.0,0.0,0.0,23.72,34.69,18.4,0,1,0,0
Antônio Almeida - PI,2026-05-31,0.0,0.0,0.0,0.0,24.2,33.83,17.77,0,2,0,1
Antônio Almeida - PI,2026-06-01,0.03,0.0,0.04,0.0,24.44,33.64,14.32,0,1,0,1
Antônio Almeida - PI,2026-06-02,0.04,0.0,0.05,0.09,24.32,33.54,14.56,0,1,1,1
Antônio Almeida - PI,2026-06-03,0.09,0.0,0.0,0.0,24.38,33.19,16.39,0,1,1,0
Antônio Almeida - PI,2026-06-04,0.0,0.0,0.0,0.0,24.35,33.31,19.45,0,2,1,0
Antônio Almeida - PI,2026-06-05,0.0,0.0,0.0,0.0,23.38,33.04,20.13,0,2,1,0
Antônio Almeida - PI,2026-06-06,0.0,0.0,0.0,0.0,23.0,32.81,18.94,0,1,1,0
Antônio Almeida - PI,2026-06-07,0.0,0.0,0.0,0.0,22.9,32.68,18.6,0,1,0,0
Antônio Cardoso - BA,2026-05-29,1.26,0.69,2.2,4.33,21.95,27.41,15.34,1,1,3,3
Antônio Cardoso - BA,2026-05-30,6.59,5.08,3.11,1.39,21.25,24.0,14.95,3,3,3,3
Antônio Cardoso - BA,2026-05-31,1.04,0.33,0.52,0.7,21.35,25.86,11.49,3,2,1,1
Antônio Cardoso - BA,2026-06-01,1.7,0.71,0.79,1.51,21.76,26.23,12.23,2,1,1,3
Antônio Cardoso - BA,2026-06-02,2.93,1.67,1.66,1.64,21.45,25.42,13.32,3,2,2,3
Antônio Cardoso - BA,2026-06-03,3.61,1.88,1.63,1.39,21.26,24.63,15.36,2,2,2,2
Antônio Cardoso - BA,2026-06-04,1.51,0.7,0.64,0.52,20.48,25.03,19.07,2,1,1,2
Antônio Cardoso - BA,2026-06-05,1.03,0.48,0.29,0.1,19.19,24.41,19.22,3,2,0,0
Antônio Cardoso - BA,2026-06-06,0.27,0.04,0.06,0.06,18.19,24.81,17.22,0,1,0,0
Antônio Cardoso - BA,2026-06-07,0.53,0.04,0.05,0.11,18.44,24.96,13.88,1,1,0,1
Antônio Carlos - SC,2026-05-29,0.3,0.01,0.11,4.37,13.95,18.75,6.83,0,2,2,3
Antônio Carlos - SC,2026-05-30,0.98,0.0,0.0,0.0,12.94,19.07,4.66,3,2,1,2
Antônio Carlos - SC,2026-05-31,0.12,0.09,0.0,0.01,14.54,20.49,4.86,1,1,2,3
Antônio Carlos - SC,2026-06-01,0.63,0.33,0.01,0.0,13.73,18.64,6.55,2,3,3,2
Antônio Carlos - SC,2026-06-02,0.17,0.0,0.38,0.73,13.6,19.2,6.45,1,1,1,3
Antônio Carlos - SC,2026-06-03,1.36,0.84,0.73,0.62,14.63,17.5,5.81,3,3,3,3
Antônio Carlos - SC,2026-06-04,1.16,0.42,0.13,0.0,12.98,17.97,5.98,3,2,2,2
Antônio Carlos - SC,2026-06-05,0.41,0.0,0.0,0.0,10.66,18.6,5.51,2,2,0,0
Antônio Carlos - SC,2026-06-06,0.0,0.0,0.0,0.0,10.06,19.75,9.35,0,0,0,0
Antônio Carlos - SC,2026-06-07,0.0,0.0,0.0,0.0,10.44,20.27,4.69,0,0,0,1
Antônio Carlos - MG,2026-05-29,0.07,0.0,0.0,0.01,12.95,20.0,11.97,2,3,0,3
Antônio Carlos - MG,2026-05-30,0.41,0.54,0.08,0.0,13.5,19.82,8.06,3,3,0,1
Antônio Carlos - MG,2026-05-31,0.41,0.02,0.02,0.0,13.42,22.92,8.94,2,0,0,3
Antônio Carlos - MG,2026-06-01,0.44,0.38,0.2,0.05,12.98,22.92,9.24,3,0,1,3
Antônio Carlos - MG,2026-06-02,0.33,0.0,0.0,0.0,12.01,20.73,11.11,2,1,0,3
Antônio Carlos - MG,2026-06-03,0.32,0.04,0.09,0.16,12.48,19.72,11.22,3,2,1,3
Antônio Carlos - MG,2026-06-04,0.87,0.33,0.05,0.04,10.45,17.59,11.53,3,2,2,3
Antônio Carlos - MG,2026-06-05,0.37,0.0,0.0,0.0,7.54,16.41,16.45,2,2,0,1
Antônio Carlos - MG,2026-06-06,0.05,0.0,0.01,0.0,8.06,16.78,11.26,1,2,0,0
Antônio Carlos - MG,2026-06-07,0.0,0.0,0.0,0.0,8.75,19.15,6.54,0,0,0,0
Antônio Dias - MG,2026-05-29,0.34,0.01,0.12,0.63,17.26,23.47,5.63,3,2,2,2
Antônio Dias - MG,2026-05-30,0.56,0.07,0.0,0.0,15.47,21.97,5.05,3,2,0,0
Antônio Dias - MG,2026-05-31,0.26,0.0,0.0,0.0,16.63,26.33,3.7,0,1,0,0
Antônio Dias - MG,2026-06-01,0.76,1.12,1.79,0.76,15.91,26.33,5.12,0,1,0,1
Antônio Dias - MG,2026-06-02,0.89,0.32,0.56,0.23,15.92,23.92,5.15,3,1,1,1
Antônio Dias - MG,2026-06-03,0.46,0.01,0.01,0.0,14.6,23.84,7.21,2,1,0,0
Antônio Dias - MG,2026-06-04,0.14,0.0,0.01,0.0,13.95,22.87,9.77,1,1,0,0
Antônio Dias - MG,2026-06-05,0.02,0.0,0.0,0.0,11.19,21.41,12.91,0,1,0,0
Antônio Dias - MG,2026-06-06,0.0,0.0,0.0,0.0,11.0,21.56,8.96,0,1,0,0
Antônio Dias - MG,2026-06-07,0.01,0.0,0.0,0.0,11.56,22.37,6.41,0,0,0,0
Antônio Gonçalves - BA,2026-05-29,0.82,0.01,0.64,0.34,19.23,26.63,17.45,3,2,1,3
Antônio Gonçalves - BA,2026-05-30,0.58,0.92,1.71,0.95,19.19,26.78,15.69,2,1,3,3
Antônio Gonçalves - BA,2026-05-31,0.81,0.33,0.76,0.62,19.42,24.77,13.89,3,2,2,3
Antônio Gonçalves - BA,2026-06-01,0.79,0.24,0.48,0.7,19.57,26.08,12.04,3,1,1,3
Antônio Gonçalves - BA,2026-06-02,1.06,0.69,1.16,0.98,19.35,25.76,12.92,3,1,3,3
Antônio Gonçalves - BA,2026-06-03,1.23,0.79,1.24,1.45,19.01,24.91,14.46,2,1,3,3
Antônio Gonçalves - BA,2026-06-04,1.17,0.59,0.59,0.7,18.23,23.12,18.62,3,3,2,3
Antônio Gonçalves - BA,2026-06-05,0.62,0.25,0.36,0.38,16.6,23.2,19.9,3,3,2,2
Antônio Gonçalves - BA,2026-06-06,0.2,0.0,0.04,0.25,15.22,23.81,17.53,2,2,0,1
Antônio Gonçalves - BA,2026-06-07,0.32,0.01,0.16,0.39,16.37,23.68,14.99,3,2,0,3
Antônio João - MS,2026-05-29,0.38,2.5,0.37,0.0,17.35,26.54,15.26,3,0,0,0
Antônio João - MS,2026-05-30,0.56,0.23,0.0,0.0,16.94,25.28,7.33,0,0,0,0
Antônio João - MS,2026-05-31,1.18,1.01,0.17,0.19,17.54,24.83,8.14,1,1,0,0
Antônio João - MS,2026-06-01,1.63,0.47,0.0,0.0,17.51,24.98,11.59,1,1,0,0
Antônio João - MS,2026-06-02,0.11,0.0,0.0,0.0,17.26,26.7,15.26,0,1,0,0
Antônio João - MS,2026-06-03,0.0,0.0,0.0,0.0,15.23,25.13,16.34,0,0,0,0
Antônio João - MS,2026-06-04,0.0,0.0,0.0,0.0,16.73,25.34,17.61,0,0,0,0
Antônio João - MS,2026-06-05,0.0,0.0,0.0,0.0,14.88,25.1,17.96,0,0,0,0
Antônio João - MS,2026-06-06,0.0,0.0,0.0,0.0,13.53,24.4,15.48,0,0,0,0
Antônio João - MS,2026-06-07,0.0,0.0,0.0,0.0,14.47,25.24,10.78,0,0,0,0
Antônio Martins - RN,2026-05-29,0.0,0.02,0.16,0.02,23.76,31.07,13.98,0,2,2,1
Antônio Martins - RN,2026-05-30,0.63,1.58,2.84,0.7,22.66,30.0,15.82,1,1,2,2
Antônio Martins - RN,2026-05-31,0.21,0.0,0.02,0.05,22.73,30.74,15.22,1,0,0,0
Antônio Martins - RN,2026-06-01,0.03,0.0,0.0,0.01,22.48,30.89,13.67,0,0,0,0
Antônio Martins - RN,2026-06-02,0.05,0.0,0.56,0.48,22.79,31.04,8.79,0,0,0,1
Antônio Martins - RN,2026-06-03,0.38,0.52,1.15,0.23,23.13,30.94,10.46,0,1,2,1
Antônio Martins - RN,2026-06-04,0.32,0.36,0.45,0.04,22.95,31.0,20.36,2,1,2,0
Antônio Martins - RN,2026-06-05,0.13,0.01,0.17,0.0,22.54,30.16,22.87,2,2,2,0
Antônio Martins - RN,2026-06-06,0.05,0.0,0.0,0.0,21.94,29.87,23.1,1,2,2,0
Antônio Martins - RN,2026-06-07,0.01,0.0,0.0,0.0,21.56,30.37,21.3,0,2,1,0
Antônio Olinto - PR,2026-05-29,0.07,0.01,0.61,3.78,11.79,17.63,8.31,3,3,2,3
Antônio Olinto - PR,2026-05-30,0.62,0.0,0.0,0.0,11.03,17.35,7.12,3,3,0,3
Antônio Olinto - PR,2026-05-31,0.1,0.0,0.0,0.0,10.32,18.61,6.16,3,2,0,3
Antônio Olinto - PR,2026-06-01,0.13,0.0,0.0,0.01,11.23,18.26,6.64,3,2,0,3
Antônio Olinto - PR,2026-06-02,0.12,0.0,0.0,0.0,10.73,17.92,8.66,3,2,0,3
Antônio Olinto - PR,2026-06-03,0.18,0.0,0.0,0.05,12.01,17.03,12.8,3,3,2,3
Antônio Olinto - PR,2026-06-04,0.38,0.0,0.0,0.0,11.26,17.91,13.86,3,3,2,3
Antônio Olinto - PR,2026-06-05,0.06,0.0,0.0,0.0,8.23,16.85,11.89,3,3,0,2
Antônio Olinto - PR,2026-06-06,0.0,0.0,0.0,0.0,6.25,16.78,5.04,3,0,0,1
Antônio Olinto - PR,2026-06-07,0.0,0.0,0.0,0.0,6.81,17.93,5.74,3,0,0,0
Antônio Prado - RS,2026-05-29,0.0,0.8,9.43,2.61,11.44,18.44,10.16,0,1,3,3
Antônio Prado - RS,2026-05-30,0.23,0.0,0.0,0.0,10.97,18.16,6.9,1,2,1,3
Antônio Prado - RS,2026-05-31,0.44,0.0,0.0,0.08,11.2,17.77,7.68,3,3,2,3
Antônio Prado - RS,2026-06-01,0.18,0.0,0.0,0.0,9.26,16.11,6.93,3,2,2,3
Antônio Prado - RS,2026-06-02,0.0,0.0,0.0,0.0,9.29,17.45,11.02,2,0,0,0
Antônio Prado - RS,2026-06-03,0.0,0.0,0.0,0.0,10.29,18.81,13.19,1,0,0,1
Antônio Prado - RS,2026-06-04,0.0,0.0,0.0,0.0,9.91,19.28,14.22,1,0,0,1
Antônio Prado - RS,2026-06-05,0.0,0.0,0.0,0.0,8.01,18.7,13.79,1,0,0,0
Antônio Prado - RS,2026-06-06,0.0,0.0,0.0,0.0,6.88,18.34,10.55,1,0,0,0
Antônio Prado - RS,2026-06-07,0.0,0.0,0.0,0.0,7.22,18.56,5.88,0,0,0,0
Antônio Prado de Minas - MG,2026-05-29,0.15,0.0,0.0,0.0,16.2,23.5,7.41,2,2,2,2
Antônio Prado de Minas - MG,2026-05-30,0.19,0.0,0.0,0.0,15.6,23.57,4.17,2,2,0,0
Antônio Prado de Minas - MG,2026-05-31,0.31,0.0,0.0,0.04,16.88,26.74,6.52,0,1,0,2
Antônio Prado de Minas - MG,2026-06-01,0.68,1.03,1.92,0.92,17.32,26.42,5.49,2,1,1,3
Antônio Prado de Minas - MG,2026-06-02,0.79,0.49,0.27,0.36,16.32,24.45,5.96,2,1,1,2
Antônio Prado de Minas - MG,2026-06-03,0.84,0.61,0.46,0.75,15.88,23.22,8.41,2,1,2,3
Antônio Prado de Minas - MG,2026-06-04,1.53,1.09,0.34,0.36,13.79,20.34,9.41,3,2,2,1
Antônio Prado de Minas - MG,2026-06-05,0.59,0.12,0.0,0.0,11.44,20.79,10.1,1,1,0,0
Antônio Prado de Minas - MG,2026-06-06,0.18,0.0,0.0,0.0,11.66,21.03,6.5,1,2,0,0
Antônio Prado de Minas - MG,2026-06-07,0.0,0.01,0.0,0.0,11.5,23.62,4.58,0,1,0,0
Aparecida - PB,2026-05-29,0.0,0.0,0.06,0.0,23.26,31.44,10.62,0,2,2,1
Aparecida - PB,2026-05-30,0.49,1.26,2.12,0.6,22.85,30.78,13.34,1,1,2,2
Aparecida - PB,2026-05-31,0.1,0.0,0.02,0.05,22.63,31.02,11.37,1,1,0,0
Aparecida - PB,2026-06-01,0.01,0.0,0.02,0.02,22.63,31.36,9.79,0,0,0,0
Aparecida - PB,2026-06-02,0.0,0.0,0.56,0.34,23.04,31.45,8.48,0,0,0,1
Aparecida - PB,2026-06-03,0.2,0.48,1.05,0.3,23.35,31.53,8.91,0,1,2,1
Aparecida - PB,2026-06-04,0.31,0.27,0.34,0.19,22.76,31.41,19.25,2,1,1,0
Aparecida - PB,2026-06-05,0.17,0.06,0.15,0.05,22.23,30.38,21.22,2,2,1,0
Aparecida - PB,2026-06-06,0.08,0.0,0.04,0.02,21.56,29.9,22.24,2,2,1,0
Aparecida - PB,2026-06-07,0.0,0.0,0.0,0.0,21.15,30.43,19.75,0,3,1,0
Aparecida - SP,2026-05-29,0.2,0.06,0.11,0.2,13.92,21.13,5.67,2,2,2,3
Aparecida - SP,2026-05-30,0.94,1.38,0.09,0.0,13.28,21.28,4.74,2,1,0,2
Aparecida - SP,2026-05-31,0.14,0.0,0.05,0.02,12.73,22.11,6.32,2,0,0,2
