cidade,dt,r,tmin,tmax,wmx,c1,c2,c3,c4
Adustina - BA,2026-05-31,2.25,21.45,28.48,15.0,0,2,2,1
Adustina - BA,2026-06-01,1.83,21.22,29.08,12.28,0,2,1,1
Adustina - BA,2026-06-02,0.62,21.16,30.07,11.06,1,2,2,1
Adustina - BA,2026-06-03,1.09,21.09,29.4,15.73,0,1,1,1
Adustina - BA,2026-06-04,3.93,21.91,26.01,19.53,1,3,2,2
Adustina - BA,2026-06-05,3.75,21.38,24.62,19.18,1,3,2,2
Afogados da Ingazeira - PE,2026-05-27,0.29,20.48,27.0,24.28,3,3,3,3
Afogados da Ingazeira - PE,2026-05-28,0.25,19.5,28.87,18.53,1,1,2,2
Afogados da Ingazeira - PE,2026-05-29,0.28,20.68,29.61,17.96,2,1,0,2
Afogados da Ingazeira - PE,2026-05-30,0.38,20.5,29.05,20.4,0,1,2,1
Afogados da Ingazeira - PE,2026-05-31,0.18,19.67,30.48,16.61,0,1,0,0
Afogados da Ingazeira - PE,2026-06-01,0.07,19.31,30.36,15.34,0,2,0,1
Afogados da Ingazeira - PE,2026-06-02,0.02,19.16,31.07,11.18,0,0,0,0
Afogados da Ingazeira - PE,2026-06-03,0.44,20.59,30.37,14.64,0,0,1,1
Afogados da Ingazeira - PE,2026-06-04,1.21,21.16,29.07,22.88,1,1,2,1
Afogados da Ingazeira - PE,2026-06-05,1.48,20.82,27.49,22.76,1,2,3,1
Afonso Bezerra - RN,2026-05-27,0.86,23.89,30.75,20.82,1,1,0,1
Afonso Bezerra - RN,2026-05-28,0.43,23.4,31.33,22.78,0,0,2,1
Afonso Bezerra - RN,2026-05-29,3.14,23.77,30.08,19.77,0,1,1,2
Afonso Bezerra - RN,2026-05-30,8.36,23.97,28.61,17.26,1,2,2,2
Afonso Bezerra - RN,2026-05-31,1.18,23.52,31.41,18.84,1,1,0,1
Afonso Bezerra - RN,2026-06-01,0.06,22.91,32.7,16.76,0,0,0,1
Afonso Bezerra - RN,2026-06-02,0.3,22.28,32.32,12.17,0,0,0,1
Afonso Bezerra - RN,2026-06-03,3.7,23.93,30.65,12.21,0,1,0,1
Afonso Bezerra - RN,2026-06-04,2.8,23.73,31.69,17.16,1,0,1,1
Afonso Bezerra - RN,2026-06-05,1.52,23.85,31.68,20.07,1,0,1,1
Afonso Cláudio - ES,2026-05-27,0.0,11.57,26.57,14.04,0,0,1,0
Afonso Cláudio - ES,2026-05-28,0.52,18.0,25.87,7.39,3,1,1,2
Afonso Cláudio - ES,2026-05-29,0.79,17.87,23.73,6.46,2,2,2,2
Afonso Cláudio - ES,2026-05-30,0.59,16.47,22.45,7.93,2,2,2,2
Afonso Cláudio - ES,2026-05-31,0.18,14.8,24.88,4.48,1,0,1,1
Afonso Cláudio - ES,2026-06-01,0.62,15.22,25.99,4.42,0,3,2,0
Afonso Cláudio - ES,2026-06-02,3.27,16.41,23.45,4.76,0,1,1,1
Afonso Cláudio - ES,2026-06-03,0.21,15.93,22.9,13.06,1,1,0,1
Afonso Cláudio - ES,2026-06-04,0.19,14.16,21.23,13.61,1,1,0,1
Afonso Cláudio - ES,2026-06-05,0.09,12.69,21.43,12.51,1,0,0,1
Afonso Cunha - MA,2026-05-27,0.0,23.64,32.07,14.65,1,0,1,0
Afonso Cunha - MA,2026-05-28,0.3,24.53,32.18,12.02,0,0,0,1
Afonso Cunha - MA,2026-05-29,1.88,24.52,32.2,11.27,1,0,0,1
Afonso Cunha - MA,2026-05-30,3.37,24.41,31.11,10.53,1,1,0,1
Afonso Cunha - MA,2026-05-31,2.52,23.83,31.38,8.68,1,1,0,1
Afonso Cunha - MA,2026-06-01,2.77,23.78,30.77,6.53,1,1,1,1
Afonso Cunha - MA,2026-06-02,1.99,23.56,31.29,5.82,0,0,1,1
Afonso Cunha - MA,2026-06-03,2.95,24.0,31.15,7.45,0,0,1,1
Afonso Cunha - MA,2026-06-04,2.22,23.7,31.54,10.52,1,1,1,0
Afonso Cunha - MA,2026-06-05,0.8,23.79,31.24,11.53,1,1,0,1
Afrânio - PE,2026-05-27,0.0,20.57,31.35,29.25,1,2,2,1
Afrânio - PE,2026-05-28,0.0,22.43,31.65,25.03,0,0,0,1
Afrânio - PE,2026-05-29,0.0,22.46,32.45,24.58,0,0,3,1
Afrânio - PE,2026-05-30,0.0,22.75,31.8,25.95,1,0,2,0
Afrânio - PE,2026-05-31,0.03,21.8,30.95,26.71,0,0,2,1
Afrânio - PE,2026-06-01,0.0,21.62,30.86,22.24,0,0,1,1
Afrânio - PE,2026-06-02,0.03,21.87,30.98,21.24,0,0,1,1
Afrânio - PE,2026-06-03,0.02,22.37,31.0,25.09,0,0,1,1
Afrânio - PE,2026-06-04,0.33,21.66,28.63,30.16,0,1,3,2
Afrânio - PE,2026-06-05,0.23,21.04,27.4,30.13,1,1,3,3
Afuá - PA,2026-05-27,13.56,24.54,28.32,9.26,1,1,1,2
Afuá - PA,2026-05-28,21.04,24.84,28.87,7.63,1,1,2,1
Afuá - PA,2026-05-29,27.09,24.84,27.67,9.43,1,2,2,2
Afuá - PA,2026-05-30,13.45,24.91,29.08,10.45,2,1,1,1
Afuá - PA,2026-05-31,12.9,24.64,30.01,9.41,0,1,1,1
Afuá - PA,2026-06-01,6.9,25.0,30.14,8.27,0,1,1,1
Afuá - PA,2026-06-02,12.49,24.97,29.54,6.37,1,1,1,1
Afuá - PA,2026-06-03,9.89,24.96,29.87,10.17,1,0,1,1
Afuá - PA,2026-06-04,4.71,24.95,30.76,8.94,0,0,1,1
Afuá - PA,2026-06-05,9.0,24.91,30.12,8.59,0,0,1,1
Agrestina - PE,2026-05-27,2.08,20.29,24.07,16.77,3,3,3,2
Agrestina - PE,2026-05-28,2.51,20.09,24.33,14.65,2,3,3,3
Agrestina - PE,2026-05-29,2.29,19.4,24.98,15.82,2,1,2,2
Agrestina - PE,2026-05-30,3.41,20.47,24.77,15.94,2,3,2,1
Agrestina - PE,2026-05-31,1.28,19.67,26.23,14.31,2,2,1,1
Agrestina - PE,2026-06-01,0.41,19.31,26.58,13.72,1,2,2,1
Agrestina - PE,2026-06-02,0.88,17.66,26.67,11.5,0,3,0,1
Agrestina - PE,2026-06-03,3.88,20.37,25.34,13.65,1,2,2,1
Agrestina - PE,2026-06-04,5.05,20.88,24.48,16.64,3,3,2,2
Agrestina - PE,2026-06-05,4.67,20.35,24.02,15.27,3,3,2,2
Agricolândia - PI,2026-05-27,0.0,23.76,31.1,15.78,0,1,0,1
Agricolândia - PI,2026-05-28,0.0,23.0,31.96,12.75,0,0,0,1
Agricolândia - PI,2026-05-29,0.16,24.27,32.11,12.17,1,1,0,1
Agricolândia - PI,2026-05-30,0.05,23.91,32.24,11.37,2,1,0,1
Agricolândia - PI,2026-05-31,0.01,23.17,32.07,9.44,1,0,0,1
Agricolândia - PI,2026-06-01,0.1,23.03,31.99,7.8,0,1,0,2
Agricolândia - PI,2026-06-02,0.22,22.75,32.04,5.03,0,1,0,0
Agricolândia - PI,2026-06-03,1.13,23.4,32.06,7.4,0,1,0,0
Agricolândia - PI,2026-06-04,0.6,23.45,31.76,12.9,1,1,0,1
Agricolândia - PI,2026-06-05,0.01,24.07,31.09,16.81,1,3,3,1
Agrolândia - SC,2026-05-27,0.0,7.54,20.47,4.21,2,2,0,0
Agrolândia - SC,2026-05-28,0.0,10.18,17.68,6.4,0,2,3,1
Agrolândia - SC,2026-05-29,0.76,10.34,15.67,5.47,1,3,3,3
Agrolândia - SC,2026-05-30,9.66,12.91,17.45,4.0,3,3,2,2
Agrolândia - SC,2026-05-31,0.15,10.67,20.45,6.05,1,2,2,1
Agrolândia - SC,2026-06-01,0.02,10.81,18.89,3.4,0,2,2,1
Agrolândia - SC,2026-06-02,0.38,9.78,16.89,5.78,0,2,2,2
Agrolândia - SC,2026-06-03,0.23,9.71,15.59,8.95,2,1,0,2
Agrolândia - SC,2026-06-04,0.27,6.73,15.76,7.4,1,0,1,2
Agrolândia - SC,2026-06-05,0.02,6.72,16.24,7.94,1,1,1,2
Agronômica - SC,2026-05-27,0.0,8.54,21.5,5.78,2,2,0,0
Agronômica - SC,2026-05-28,0.0,11.53,18.62,5.97,0,3,3,1
Agronômica - SC,2026-05-29,0.63,11.02,16.67,4.65,1,3,3,3
Agronômica - SC,2026-05-30,8.66,13.72,18.52,4.53,2,3,2,2
Agronômica - SC,2026-05-31,0.06,11.05,21.48,4.67,1,2,2,1
Agronômica - SC,2026-06-01,0.08,11.62,19.77,3.04,0,2,3,0
Agronômica - SC,2026-06-02,0.6,10.97,18.01,5.4,0,3,2,2
Agronômica - SC,2026-06-03,0.35,11.03,16.65,9.02,2,1,1,2
Agronômica - SC,2026-06-04,0.3,7.79,16.63,7.03,1,1,1,2
Agronômica - SC,2026-06-05,0.02,7.85,17.24,7.13,1,1,1,2
Água Azul do Norte - PA,2026-05-27,0.0,22.92,31.78,11.96,1,0,0,1
Água Azul do Norte - PA,2026-05-28,0.0,21.53,32.24,11.28,0,2,0,1
Água Azul do Norte - PA,2026-05-29,0.05,22.15,32.26,11.39,0,0,3,1
Água Azul do Norte - PA,2026-05-30,0.3,23.28,31.55,11.64,2,0,0,1
Água Azul do Norte - PA,2026-05-31,0.66,22.86,31.26,8.3,0,2,3,1
Água Azul do Norte - PA,2026-06-01,2.88,23.06,30.05,5.31,1,1,1,1
Água Azul do Norte - PA,2026-06-02,2.05,22.69,30.82,8.72,1,1,0,1
Água Azul do Norte - PA,2026-06-03,2.54,22.78,30.4,9.68,0,1,0,1
Água Azul do Norte - PA,2026-06-04,4.32,22.88,30.1,11.07,1,1,1,1
Água Azul do Norte - PA,2026-06-05,1.85,22.94,30.56,12.8,1,1,0,1
Água Boa - MG,2026-05-27,0.04,11.64,26.03,7.26,0,0,3,1
Água Boa - MG,2026-05-28,0.27,16.5,25.08,8.95,0,0,0,2
Água Boa - MG,2026-05-29,0.76,17.15,23.76,6.41,1,2,2,2
Água Boa - MG,2026-05-30,0.77,16.44,22.74,7.83,0,2,2,2
Água Boa - MG,2026-05-31,0.06,15.27,24.76,5.6,0,1,2,1
Água Boa - MG,2026-06-01,0.13,15.22,26.49,5.0,0,0,2,0
Água Boa - MG,2026-06-02,0.63,15.56,24.82,7.21,0,0,2,1
Água Boa - MG,2026-06-03,2.1,16.53,22.65,9.04,0,3,2,1
Água Boa - MG,2026-06-04,1.11,15.32,21.32,11.39,1,2,2,2
Água Boa - MG,2026-06-05,0.38,13.41,22.02,8.2,0,1,1,1
Água Boa - MT,2026-05-27,0.0,19.73,33.57,11.21,2,2,0,0
Água Boa - MT,2026-05-28,0.0,21.81,32.87,9.3,0,0,0,0
Água Boa - MT,2026-05-29,0.0,21.99,31.92,7.5,0,0,0,1
Água Boa - MT,2026-05-30,0.0,22.06,31.24,7.18,0,0,0,0
Água Boa - MT,2026-05-31,0.0,21.2,32.16,6.72,2,0,3,1
Água Boa - MT,2026-06-01,0.02,20.53,32.05,6.78,0,0,0,0
Água Boa - MT,2026-06-02,0.0,20.56,31.7,10.88,0,0,1,0
Água Boa - MT,2026-06-03,0.0,20.25,31.25,13.21,2,0,0,0
Água Boa - MT,2026-06-04,0.0,19.7,31.76,10.72,3,2,2,0
Água Boa - MT,2026-06-05,0.01,19.97,31.65,8.38,0,2,0,1
Água Branca - PI,2026-05-27,0.0,23.89,31.16,16.1,0,1,1,1
Água Branca - PI,2026-05-28,0.0,22.96,32.08,14.64,0,0,3,1
Água Branca - PI,2026-05-29,0.09,24.27,32.29,14.17,2,2,0,1
Água Branca - PI,2026-05-30,0.05,23.97,32.36,13.82,1,1,3,1
Água Branca - PI,2026-05-31,0.0,23.08,32.2,11.54,1,0,0,1
Água Branca - PI,2026-06-01,0.02,23.03,32.02,10.78,1,1,0,0
Água Branca - PI,2026-06-02,0.1,22.84,32.17,5.34,0,1,0,0
Água Branca - PI,2026-06-03,0.96,23.65,32.43,8.21,0,1,0,0
Água Branca - PI,2026-06-04,0.36,23.73,31.91,15.78,1,1,0,1
Água Branca - PI,2026-06-05,0.0,24.25,31.31,18.56,0,0,1,1
Água Branca - PB,2026-05-27,0.38,20.95,27.16,28.26,2,2,3,2
Água Branca - PB,2026-05-28,0.1,20.18,29.15,21.51,1,0,1,2
Água Branca - PB,2026-05-29,0.23,21.24,29.73,21.34,2,1,0,2
Água Branca - PB,2026-05-30,0.28,20.97,29.24,23.3,1,0,1,1
Água Branca - PB,2026-05-31,0.08,20.27,30.51,18.85,1,0,0,1
Água Branca - PB,2026-06-01,0.02,19.87,30.42,17.38,0,0,2,1
Água Branca - PB,2026-06-02,0.01,19.84,31.07,12.38,0,0,1,0
Água Branca - PB,2026-06-03,0.53,21.09,30.56,14.75,0,0,0,1
Água Branca - PB,2026-06-04,0.96,21.6,29.51,25.72,1,1,2,1
Água Branca - PB,2026-06-05,0.79,21.16,28.15,26.32,1,1,2,1
Água Branca - AL,2026-05-27,0.01,20.7,29.44,20.16,3,3,1,1
Água Branca - AL,2026-05-28,0.23,19.06,28.96,15.77,0,0,2,2
Água Branca - AL,2026-05-29,0.04,20.84,30.39,16.44,1,0,1,2
Água Branca - AL,2026-05-30,0.41,20.75,29.92,19.08,0,2,2,0
Água Branca - AL,2026-05-31,0.61,20.73,29.88,16.39,0,2,2,1
Água Branca - AL,2026-06-01,0.77,20.91,29.52,14.27,0,2,2,1
Água Branca - AL,2026-06-02,0.18,20.47,30.32,12.33,0,1,1,0
Água Branca - AL,2026-06-03,0.27,20.71,30.5,15.72,0,0,2,1
Água Branca - AL,2026-06-04,3.12,21.85,27.98,21.5,0,3,2,1
Água Branca - AL,2026-06-05,4.55,21.35,25.84,21.01,2,3,3,2
Água Clara - MS,2026-05-27,0.08,15.01,30.75,11.96,0,0,1,1
Água Clara - MS,2026-05-28,0.0,20.31,31.12,9.77,0,3,0,1
Água Clara - MS,2026-05-29,0.0,20.24,30.26,9.89,0,0,0,1
Água Clara - MS,2026-05-30,0.2,18.91,29.95,6.72,0,0,0,0
Água Clara - MS,2026-05-31,0.0,18.39,29.38,8.3,0,2,0,0
Água Clara - MS,2026-06-01,0.0,17.59,29.11,7.67,0,0,2,2
Água Clara - MS,2026-06-02,0.0,16.81,28.01,8.43,2,0,0,0
Água Clara - MS,2026-06-03,0.0,15.31,25.34,13.15,0,0,0,3
Água Clara - MS,2026-06-04,0.0,14.76,26.38,11.89,3,0,0,0
Água Clara - MS,2026-06-05,0.0,15.66,26.87,11.54,0,0,1,2
Água Comprida - MG,2026-05-27,0.0,12.54,29.91,10.33,0,1,1,1
Água Comprida - MG,2026-05-28,0.0,18.4,29.27,5.74,0,0,0,1
Água Comprida - MG,2026-05-29,0.01,18.15,28.48,8.74,0,0,0,1
Água Comprida - MG,2026-05-30,0.92,19.28,28.05,8.01,1,1,0,1
Água Comprida - MG,2026-05-31,0.19,17.64,27.73,7.56,0,0,2,0
Água Comprida - MG,2026-06-01,0.0,15.78,27.14,9.46,3,3,1,1
Água Comprida - MG,2026-06-02,0.0,13.69,25.95,6.28,0,0,0,0
Água Comprida - MG,2026-06-03,0.0,13.4,26.34,7.65,0,0,1,1
Água Comprida - MG,2026-06-04,0.0,15.26,26.13,11.64,0,0,1,0
Água Comprida - MG,2026-06-05,0.0,14.69,25.18,9.6,0,0,0,2
Água Doce - SC,2026-05-27,0.0,6.51,17.91,16.84,1,2,2,0
Água Doce - SC,2026-05-28,0.0,8.56,19.83,10.87,0,0,1,3
Água Doce - SC,2026-05-29,3.77,11.37,18.29,7.03,0,1,1,1
Água Doce - SC,2026-05-30,10.95,12.37,17.99,8.61,3,3,1,1
Água Doce - SC,2026-05-31,0.17,10.95,18.23,9.68,1,2,2,2
Água Doce - SC,2026-06-01,0.0,9.19,17.24,7.38,0,2,2,0
Água Doce - SC,2026-06-02,0.0,7.16,16.57,7.35,0,1,2,2
Água Doce - SC,2026-06-03,0.0,8.87,14.62,18.37,1,2,2,1
Água Doce - SC,2026-06-04,0.0,7.04,14.91,17.95,0,1,1,0
Água Doce - SC,2026-06-05,0.0,7.44,15.12,16.23,0,2,1,0
Água Doce do Maranhão - MA,2026-05-27,0.22,25.92,30.07,21.61,0,0,1,0
Água Doce do Maranhão - MA,2026-05-28,1.05,27.03,29.65,21.58,2,0,0,0
Água Doce do Maranhão - MA,2026-05-29,4.43,27.24,28.89,23.94,0,0,0,1
Água Doce do Maranhão - MA,2026-05-30,9.69,26.66,28.58,23.43,1,0,1,1
Água Doce do Maranhão - MA,2026-05-31,6.8,26.55,28.63,22.52,1,1,0,0
Água Doce do Maranhão - MA,2026-06-01,9.63,26.19,28.39,17.05,1,1,0,1
Água Doce do Maranhão - MA,2026-06-02,4.94,26.25,28.76,15.86,0,0,0,0
Água Doce do Maranhão - MA,2026-06-03,2.28,26.75,28.93,20.64,0,0,0,0
Água Doce do Maranhão - MA,2026-06-04,3.22,26.51,28.82,20.03,0,0,0,0
Água Doce do Maranhão - MA,2026-06-05,6.38,26.25,28.84,14.86,0,0,0,0
Água Doce do Norte - ES,2026-05-27,0.03,12.89,28.97,8.91,0,1,2,1
Água Doce do Norte - ES,2026-05-28,0.44,19.28,26.58,10.01,0,2,2,2
Água Doce do Norte - ES,2026-05-29,0.3,17.46,25.89,9.53,0,1,1,2
Água Doce do Norte - ES,2026-05-30,0.38,17.22,24.74,10.83,1,1,1,2
Água Doce do Norte - ES,2026-05-31,0.06,16.39,26.79,8.27,1,0,0,1
Água Doce do Norte - ES,2026-06-01,0.12,16.56,27.95,5.88,0,1,3,0
Água Doce do Norte - ES,2026-06-02,1.08,17.56,26.45,8.94,0,2,2,1
Água Doce do Norte - ES,2026-06-03,0.74,17.09,25.5,10.26,0,0,0,2
Água Doce do Norte - ES,2026-06-04,0.27,15.95,23.79,12.5,1,0,0,2
Água Doce do Norte - ES,2026-06-05,0.2,14.29,24.27,9.98,1,0,0,2
Água Fria - BA,2026-05-27,0.16,19.73,29.28,19.97,1,2,1,0
Água Fria - BA,2026-05-28,0.03,19.25,30.02,15.89,0,1,0,1
Água Fria - BA,2026-05-29,1.82,20.9,28.79,16.34,1,2,1,1
Água Fria - BA,2026-05-30,4.38,19.94,25.95,16.16,0,1,2,2
Água Fria - BA,2026-05-31,5.8,20.92,25.32,15.13,3,2,2,2
Água Fria - BA,2026-06-01,3.18,20.81,26.55,12.35,1,2,2,1
Água Fria - BA,2026-06-02,3.2,20.91,26.85,12.03,1,2,2,1
Água Fria - BA,2026-06-03,4.27,21.15,25.22,17.13,1,2,2,2
Água Fria - BA,2026-06-04,4.52,21.13,24.04,21.02,2,3,2,2
Água Fria - BA,2026-06-05,3.49,20.57,23.34,20.45,2,3,3,2
Água Fria de Goiás - GO,2026-05-27,0.0,15.14,28.38,17.82,2,0,0,0
Água Fria de Goiás - GO,2026-05-28,0.0,17.59,28.15,11.48,0,0,0,0
Água Fria de Goiás - GO,2026-05-29,0.0,18.02,27.04,10.51,3,0,0,2
Água Fria de Goiás - GO,2026-05-30,0.0,17.47,26.45,10.0,1,0,0,0
Água Fria de Goiás - GO,2026-05-31,0.03,17.92,27.79,11.26,0,0,0,1
Água Fria de Goiás - GO,2026-06-01,0.27,17.31,28.58,6.28,0,0,2,1
Água Fria de Goiás - GO,2026-06-02,0.04,17.19,28.6,6.48,0,0,0,0
Água Fria de Goiás - GO,2026-06-03,0.01,17.71,28.0,11.98,0,0,2,1
Água Fria de Goiás - GO,2026-06-04,0.0,17.88,27.16,16.63,2,0,2,0
Água Fria de Goiás - GO,2026-06-05,0.0,16.69,26.74,14.13,0,0,2,0
Água Limpa - GO,2026-05-27,0.0,14.39,29.32,9.06,0,3,0,0
Água Limpa - GO,2026-05-28,0.0,17.84,29.02,6.42,0,0,0,0
Água Limpa - GO,2026-05-29,0.0,17.56,27.64,4.11,1,0,1,1
Água Limpa - GO,2026-05-30,0.01,18.28,28.36,4.22,0,0,3,1
Água Limpa - GO,2026-05-31,0.3,17.48,28.29,2.79,0,0,2,0
Água Limpa - GO,2026-06-01,0.38,17.66,28.17,6.24,0,0,3,0
Água Limpa - GO,2026-06-02,0.0,15.69,27.73,6.35,2,0,0,0
Água Limpa - GO,2026-06-03,0.0,13.96,27.59,8.06,0,0,0,0
Água Limpa - GO,2026-06-04,0.0,15.91,27.26,10.35,0,0,3,0
Água Limpa - GO,2026-06-05,0.0,15.5,26.4,8.15,0,0,0,0
Água Nova - RN,2026-05-27,0.82,23.36,28.91,21.6,1,2,1,1
Água Nova - RN,2026-05-28,0.27,23.15,30.37,17.07,2,1,1,2
Água Nova - RN,2026-05-29,0.79,23.81,31.04,14.71,1,1,0,1
Água Nova - RN,2026-05-30,1.03,23.72,30.67,15.78,1,1,0,1
Água Nova - RN,2026-05-31,0.89,23.2,31.35,13.76,1,1,0,1
Água Nova - RN,2026-06-01,0.12,22.87,31.3,12.77,0,0,0,0
Água Nova - RN,2026-06-02,0.0,22.62,31.79,8.17,0,0,0,0
Água Nova - RN,2026-06-03,0.97,22.68,31.5,9.57,0,1,0,0
Água Nova - RN,2026-06-04,2.15,23.29,31.57,18.06,1,1,1,1
Água Nova - RN,2026-06-05,1.57,23.54,30.74,21.3,1,1,2,1
Água Preta - PE,2026-05-27,2.75,21.76,26.41,12.44,3,2,1,1
Água Preta - PE,2026-05-28,2.62,21.81,26.83,12.84,1,2,2,2
Água Preta - PE,2026-05-29,3.85,22.06,26.58,13.68,1,1,2,1
Água Preta - PE,2026-05-30,5.65,22.28,26.36,12.61,1,2,2,1
Água Preta - PE,2026-05-31,2.83,21.39,27.41,12.74,1,1,1,1
Água Preta - PE,2026-06-01,0.89,20.87,27.95,11.59,0,1,1,1
Água Preta - PE,2026-06-02,1.84,20.03,27.35,12.08,1,0,1,1
Água Preta - PE,2026-06-03,8.73,22.34,26.31,11.86,1,2,2,1
Água Preta - PE,2026-06-04,11.08,22.35,25.66,13.45,2,3,2,1
Água Preta - PE,2026-06-05,7.61,21.88,25.56,12.65,1,2,2,2
Água Santa - RS,2026-05-27,0.0,7.7,17.5,17.1,0,0,2,0
Água Santa - RS,2026-05-28,0.0,9.21,19.87,12.95,0,0,1,0
Água Santa - RS,2026-05-29,3.93,11.9,18.54,8.63,0,0,1,2
Água Santa - RS,2026-05-30,6.13,13.22,18.61,8.56,3,2,1,1
Água Santa - RS,2026-05-31,0.36,12.86,17.98,9.84,1,2,3,2
Água Santa - RS,2026-06-01,0.0,10.62,16.39,6.35,0,3,3,1
Água Santa - RS,2026-06-02,0.0,9.03,16.26,16.0,0,2,1,1
Água Santa - RS,2026-06-03,0.0,8.84,16.4,16.68,2,0,0,1
Água Santa - RS,2026-06-04,0.0,7.6,16.54,16.09,2,1,1,2
Água Santa - RS,2026-06-05,0.0,7.66,16.49,15.33,0,0,0,0
Aguaí - SP,2026-05-27,0.13,9.54,27.16,8.66,2,2,0,1
Aguaí - SP,2026-05-28,0.0,15.75,24.99,9.54,0,0,0,1
Aguaí - SP,2026-05-29,0.0,13.12,24.51,7.96,0,0,0,2
Aguaí - SP,2026-05-30,2.56,14.44,22.95,6.7,0,0,1,1
Aguaí - SP,2026-05-31,0.02,14.05,23.6,6.91,0,1,2,0
Aguaí - SP,2026-06-01,0.0,12.37,23.7,7.41,1,0,1,0
Aguaí - SP,2026-06-02,0.0,11.12,23.2,9.34,0,0,0,0
Aguaí - SP,2026-06-03,0.0,11.68,23.0,15.45,0,0,2,1
Aguaí - SP,2026-06-04,0.0,11.66,22.41,12.47,0,0,0,1
Aguaí - SP,2026-06-05,0.0,10.94,21.49,11.25,0,0,0,0
Aguanil - MG,2026-05-27,0.01,8.98,26.6,8.13,0,3,0,1
Aguanil - MG,2026-05-28,0.15,16.59,25.21,8.21,0,0,1,1
Aguanil - MG,2026-05-29,0.14,14.68,24.11,7.12,0,0,1,1
Aguanil - MG,2026-05-30,3.02,15.09,23.67,6.85,0,1,1,1
Aguanil - MG,2026-05-31,1.49,14.83,23.79,6.54,1,1,2,0
Aguanil - MG,2026-06-01,0.55,13.75,23.8,6.75,0,0,2,0
Aguanil - MG,2026-06-02,0.28,12.91,23.01,9.76,0,0,2,0
Aguanil - MG,2026-06-03,0.04,12.18,22.28,9.27,0,3,0,1
Aguanil - MG,2026-06-04,0.14,11.91,20.79,13.62,0,0,1,1
Aguanil - MG,2026-06-05,0.15,10.82,20.09,8.72,0,0,0,1
Águas Belas - PE,2026-05-27,0.29,20.36,26.94,17.7,3,3,3,2
Águas Belas - PE,2026-05-28,1.44,20.09,26.99,14.9,0,2,3,3
Águas Belas - PE,2026-05-29,0.74,20.21,27.92,15.51,2,1,1,2
Águas Belas - PE,2026-05-30,1.34,20.97,27.86,16.16,1,2,2,1
Águas Belas - PE,2026-05-31,0.3,20.08,29.04,14.78,0,2,1,1
Águas Belas - PE,2026-06-01,0.27,19.78,28.92,13.4,0,1,2,1
Águas Belas - PE,2026-06-02,0.01,18.44,29.7,10.61,2,0,0,0
Águas Belas - PE,2026-06-03,1.47,20.5,28.22,15.7,0,1,2,1
Águas Belas - PE,2026-06-04,3.48,21.38,26.82,19.06,1,3,2,1
Águas Belas - PE,2026-06-05,6.52,20.97,24.9,17.8,2,3,3,2
Águas da Prata - SP,2026-05-27,0.19,8.73,25.97,9.7,1,3,3,1
Águas da Prata - SP,2026-05-28,0.04,15.21,24.37,7.76,0,0,0,0
Águas da Prata - SP,2026-05-29,0.04,13.15,23.79,6.18,1,0,0,0
Águas da Prata - SP,2026-05-30,3.2,14.5,21.61,6.23,0,0,1,1
Águas da Prata - SP,2026-05-31,0.05,13.58,22.79,7.19,0,1,1,2
Águas da Prata - SP,2026-06-01,0.03,11.84,22.86,7.77,1,0,0,3
Águas da Prata - SP,2026-06-02,0.02,10.66,22.39,6.3,0,0,0,0
Águas da Prata - SP,2026-06-03,0.03,10.87,21.97,11.96,0,0,2,1
Águas da Prata - SP,2026-06-04,0.08,11.2,21.04,9.93,0,0,0,1
Águas da Prata - SP,2026-06-05,0.05,10.44,20.31,9.03,0,0,0,1
Águas de Chapecó - SC,2026-05-27,0.0,9.48,21.16,9.28,0,0,2,0
Águas de Chapecó - SC,2026-05-28,0.0,11.53,23.4,7.47,0,0,1,0
Águas de Chapecó - SC,2026-05-29,10.34,14.52,20.61,6.51,0,1,1,2
Águas de Chapecó - SC,2026-05-30,3.56,14.81,22.05,4.27,2,1,2,1
Águas de Chapecó - SC,2026-05-31,0.54,14.17,21.04,6.47,0,2,3,2
Águas de Chapecó - SC,2026-06-01,0.06,12.03,19.7,4.51,0,2,3,1
Águas de Chapecó - SC,2026-06-02,0.0,10.37,19.79,7.48,0,0,1,1
Águas de Chapecó - SC,2026-06-03,0.0,11.09,20.59,9.44,1,0,0,1
Águas de Chapecó - SC,2026-06-04,0.0,10.13,20.29,11.43,0,0,2,1
Águas de Chapecó - SC,2026-06-05,0.0,10.07,20.34,11.46,0,0,0,1
Águas de Lindóia - SP,2026-05-27,0.3,9.64,25.78,10.04,3,0,0,1
Águas de Lindóia - SP,2026-05-28,0.0,15.5,23.9,10.47,0,1,0,1
Águas de Lindóia - SP,2026-05-29,0.0,12.77,23.58,9.48,1,0,0,2
Águas de Lindóia - SP,2026-05-30,2.81,14.0,21.7,9.75,0,0,1,1
Águas de Lindóia - SP,2026-05-31,0.02,13.45,22.7,6.84,0,1,2,1
Águas de Lindóia - SP,2026-06-01,0.0,11.78,22.89,7.1,2,0,1,2
Águas de Lindóia - SP,2026-06-02,0.0,11.72,22.35,10.19,1,0,1,0
Águas de Lindóia - SP,2026-06-03,0.0,11.96,21.03,15.58,0,2,0,1
Águas de Lindóia - SP,2026-06-04,0.04,11.88,21.16,16.06,0,0,0,1
Águas de Lindóia - SP,2026-06-05,0.02,10.97,20.37,13.18,0,0,0,1
