cidade,dt,r,tmin,tmax,wmx,c1,c2,c3,c4
Itajaí - SC,2026-05-27,0.18,14.04,21.13,8.96,1,1,2,0
Itajaí - SC,2026-05-28,0.07,14.12,20.21,11.28,0,0,1,1
Itajaí - SC,2026-05-29,0.43,15.06,19.2,6.16,1,2,2,2
Itajaí - SC,2026-05-30,5.11,16.47,19.86,4.13,1,2,3,1
Itajaí - SC,2026-05-31,0.05,15.27,22.32,8.5,0,1,2,0
Itajaí - SC,2026-06-01,0.98,17.09,20.02,8.56,1,2,2,2
Itajaí - SC,2026-06-02,1.0,15.84,19.01,15.27,3,3,1,2
Itajaí - SC,2026-06-03,0.45,15.37,18.81,15.65,2,1,1,1
Itajaí - SC,2026-06-04,0.7,13.82,18.69,12.29,0,0,0,1
Itajaí - SC,2026-06-05,0.38,13.47,19.02,12.25,0,0,0,1
Itajobi - SP,2026-05-27,0.05,12.14,30.1,14.99,0,0,2,1
Itajobi - SP,2026-05-28,0.0,18.62,28.43,12.13,0,0,0,0
Itajobi - SP,2026-05-29,0.0,16.34,27.98,13.83,0,2,0,0
Itajobi - SP,2026-05-30,0.46,16.87,27.39,11.71,0,0,0,0
Itajobi - SP,2026-05-31,0.0,16.23,27.1,8.8,2,2,0,2
Itajobi - SP,2026-06-01,0.0,14.5,26.36,8.84,0,1,3,1
Itajobi - SP,2026-06-02,0.0,13.56,24.7,11.17,0,0,0,0
Itajobi - SP,2026-06-03,0.0,13.31,25.09,16.75,0,3,0,0
Itajobi - SP,2026-06-04,0.0,13.6,25.48,18.98,2,2,3,0
Itajobi - SP,2026-06-05,0.01,13.38,24.43,16.0,2,1,3,0
Itaju - SP,2026-05-27,0.12,11.82,28.88,15.73,2,1,2,1
Itaju - SP,2026-05-28,0.0,17.4,25.83,14.8,0,1,1,0
Itaju - SP,2026-05-29,0.0,15.06,25.33,13.08,0,2,0,1
Itaju - SP,2026-05-30,0.51,15.19,25.64,12.95,3,0,1,0
Itaju - SP,2026-05-31,0.0,15.02,25.35,8.62,0,0,0,0
Itaju - SP,2026-06-01,0.0,13.66,25.02,7.43,0,0,0,1
Itaju - SP,2026-06-02,0.0,13.31,23.45,14.35,0,0,0,1
Itaju - SP,2026-06-03,0.0,13.34,23.4,18.93,2,0,0,0
Itaju - SP,2026-06-04,0.0,13.38,23.63,20.39,2,1,2,0
Itaju - SP,2026-06-05,0.0,12.82,22.68,17.53,2,1,2,0
Itaju do Colônia - BA,2026-05-27,1.52,14.32,25.75,12.44,0,0,2,1
Itaju do Colônia - BA,2026-05-28,0.43,18.12,26.46,10.21,1,2,0,1
Itaju do Colônia - BA,2026-05-29,5.7,19.52,23.04,11.26,0,3,3,3
Itaju do Colônia - BA,2026-05-30,2.14,18.91,23.99,15.65,2,2,2,1
Itaju do Colônia - BA,2026-05-31,0.33,17.17,24.73,8.85,0,0,0,1
Itaju do Colônia - BA,2026-06-01,1.81,17.53,25.27,7.44,0,0,1,1
Itaju do Colônia - BA,2026-06-02,2.57,18.28,25.42,9.35,0,1,2,1
Itaju do Colônia - BA,2026-06-03,2.1,18.78,24.25,15.92,0,2,3,1
Itaju do Colônia - BA,2026-06-04,1.52,17.7,23.01,17.86,0,1,3,2
Itaju do Colônia - BA,2026-06-05,0.3,16.19,23.84,15.83,1,1,2,1
Itajubá - MG,2026-05-27,0.61,6.86,21.44,8.47,2,1,0,1
Itajubá - MG,2026-05-28,0.0,13.15,19.68,7.81,1,3,2,1
Itajubá - MG,2026-05-29,0.15,11.06,19.17,5.34,0,2,1,1
Itajubá - MG,2026-05-30,3.91,11.94,17.14,5.68,1,2,2,2
Itajubá - MG,2026-05-31,0.27,11.95,19.45,4.42,1,2,2,0
Itajubá - MG,2026-06-01,0.2,10.94,19.49,4.52,1,1,1,0
Itajubá - MG,2026-06-02,0.26,10.37,18.01,6.76,0,2,1,1
Itajubá - MG,2026-06-03,0.65,9.4,15.59,10.69,2,2,2,2
Itajubá - MG,2026-06-04,0.56,9.04,15.6,10.47,2,2,2,2
Itajubá - MG,2026-06-05,0.45,8.19,14.93,10.18,1,2,1,1
Itajuípe - BA,2026-05-27,0.85,17.64,27.53,12.59,0,0,1,1
Itajuípe - BA,2026-05-28,0.56,20.03,27.83,10.82,0,2,0,1
Itajuípe - BA,2026-05-29,6.3,21.4,25.04,12.82,0,1,2,2
Itajuípe - BA,2026-05-30,4.77,21.5,25.49,14.96,2,2,1,1
Itajuípe - BA,2026-05-31,0.98,20.08,25.66,10.59,0,0,0,1
Itajuípe - BA,2026-06-01,4.45,20.87,25.64,9.26,0,1,2,1
Itajuípe - BA,2026-06-02,6.23,20.94,25.79,10.01,1,1,1,1
Itajuípe - BA,2026-06-03,3.62,21.12,25.31,14.71,1,1,2,1
Itajuípe - BA,2026-06-04,1.97,20.16,24.66,16.67,1,1,2,1
Itajuípe - BA,2026-06-05,0.83,19.0,25.18,15.13,1,1,1,1
Italva - RJ,2026-05-27,0.0,13.04,28.88,10.58,0,0,0,0
Italva - RJ,2026-05-28,1.71,20.31,25.96,7.41,0,2,3,2
Italva - RJ,2026-05-29,0.6,17.74,24.54,4.8,1,1,1,2
Italva - RJ,2026-05-30,0.3,18.25,24.52,5.57,2,2,2,2
Italva - RJ,2026-05-31,0.05,16.7,27.04,5.68,0,0,0,0
Italva - RJ,2026-06-01,0.84,17.69,26.92,5.79,0,1,1,0
Italva - RJ,2026-06-02,4.19,18.78,25.04,5.19,1,2,1,1
Italva - RJ,2026-06-03,2.41,16.59,21.93,10.81,1,0,1,2
Italva - RJ,2026-06-04,0.98,16.6,22.35,7.29,2,2,1,2
Italva - RJ,2026-06-05,0.62,14.72,22.74,6.38,2,1,0,1
Itamaraju - BA,2026-05-27,1.17,15.61,27.16,14.33,0,0,3,1
Itamaraju - BA,2026-05-28,1.9,19.87,26.21,11.09,1,1,1,1
Itamaraju - BA,2026-05-29,3.59,21.24,25.11,14.74,2,2,2,2
Itamaraju - BA,2026-05-30,1.98,19.75,24.92,13.83,1,1,1,1
Itamaraju - BA,2026-05-31,0.2,18.11,26.01,6.98,0,0,1,1
Itamaraju - BA,2026-06-01,0.39,17.47,27.3,7.72,0,2,2,1
Itamaraju - BA,2026-06-02,1.25,18.37,26.98,12.52,2,0,1,1
Itamaraju - BA,2026-06-03,2.64,20.0,25.34,16.23,0,1,1,1
Itamaraju - BA,2026-06-04,2.85,19.26,23.6,16.7,0,2,2,1
Itamaraju - BA,2026-06-05,0.91,17.13,24.68,14.38,0,0,0,1
Itamarandiba - MG,2026-05-27,0.0,10.54,24.97,10.11,0,0,3,2
Itamarandiba - MG,2026-05-28,0.09,15.31,24.02,10.81,0,0,0,2
Itamarandiba - MG,2026-05-29,0.32,15.62,22.67,7.8,0,2,2,2
Itamarandiba - MG,2026-05-30,0.28,14.81,21.58,8.52,0,1,2,2
Itamarandiba - MG,2026-05-31,0.05,13.89,23.79,6.77,0,0,2,1
Itamarandiba - MG,2026-06-01,0.12,14.03,25.36,6.37,0,0,3,0
Itamarandiba - MG,2026-06-02,0.39,14.31,23.98,7.97,0,0,1,0
Itamarandiba - MG,2026-06-03,0.7,15.31,21.62,12.82,0,3,2,1
Itamarandiba - MG,2026-06-04,0.25,14.13,19.98,16.11,0,2,2,2
Itamarandiba - MG,2026-06-05,0.23,11.94,20.81,10.18,0,1,2,1
Itamarati - AM,2026-05-27,0.86,22.95,30.85,10.47,1,1,0,0
Itamarati - AM,2026-05-28,1.28,23.43,30.62,7.31,0,1,1,1
Itamarati - AM,2026-05-29,4.03,23.62,29.42,3.23,1,2,2,2
Itamarati - AM,2026-05-30,3.98,23.78,30.39,7.97,2,2,1,1
Itamarati - AM,2026-05-31,1.12,23.52,32.01,6.81,0,1,0,0
Itamarati - AM,2026-06-01,4.41,23.47,30.3,3.41,0,0,1,1
Itamarati - AM,2026-06-02,4.56,23.06,30.17,5.04,0,1,2,1
Itamarati - AM,2026-06-03,2.34,23.0,30.68,8.38,0,1,2,1
Itamarati - AM,2026-06-04,0.85,22.76,31.69,9.73,0,0,0,0
Itamarati - AM,2026-06-05,0.63,22.44,31.74,7.6,0,0,0,0
Itamarati de Minas - MG,2026-05-27,0.05,12.42,28.13,6.99,0,0,0,0
Itamarati de Minas - MG,2026-05-28,0.47,19.53,25.9,8.41,1,2,2,1
Itamarati de Minas - MG,2026-05-29,0.13,16.49,23.86,4.79,0,1,2,2
Itamarati de Minas - MG,2026-05-30,0.49,17.16,23.14,7.94,1,2,2,2
Itamarati de Minas - MG,2026-05-31,0.26,16.17,25.88,4.4,1,1,1,0
Itamarati de Minas - MG,2026-06-01,2.2,17.16,25.92,4.71,0,1,2,0
Itamarati de Minas - MG,2026-06-02,3.66,17.56,24.6,3.16,1,2,2,1
Itamarati de Minas - MG,2026-06-03,1.73,15.75,22.56,7.73,0,0,1,1
Itamarati de Minas - MG,2026-06-04,1.0,15.57,21.82,5.84,3,2,1,2
Itamarati de Minas - MG,2026-06-05,0.4,13.82,22.18,7.43,2,1,0,1
Itamari - BA,2026-05-27,1.05,16.04,26.16,9.47,0,0,1,3
Itamari - BA,2026-05-28,1.42,17.56,26.12,9.65,0,1,2,1
Itamari - BA,2026-05-29,4.43,19.24,25.2,11.12,1,2,2,1
Itamari - BA,2026-05-30,9.7,20.03,22.77,10.89,3,3,3,2
Itamari - BA,2026-05-31,0.95,18.52,24.16,8.76,1,1,1,2
Itamari - BA,2026-06-01,3.3,19.19,24.7,8.09,1,2,2,1
Itamari - BA,2026-06-02,4.72,19.75,24.85,8.77,1,2,2,1
Itamari - BA,2026-06-03,3.42,19.87,24.06,12.85,2,2,2,1
Itamari - BA,2026-06-04,1.62,18.82,23.51,15.11,1,1,2,2
Itamari - BA,2026-06-05,0.6,17.85,23.74,14.04,1,1,2,2
Itambacuri - MG,2026-05-27,0.02,12.54,27.82,7.55,0,0,3,2
Itambacuri - MG,2026-05-28,0.57,17.84,26.52,7.73,0,0,1,2
Itambacuri - MG,2026-05-29,0.49,18.34,25.39,8.7,1,2,2,2
Itambacuri - MG,2026-05-30,0.68,17.72,24.45,8.01,1,2,2,2
Itambacuri - MG,2026-05-31,0.06,16.83,26.35,6.65,1,1,1,1
Itambacuri - MG,2026-06-01,0.02,15.87,28.08,3.95,0,1,2,0
Itambacuri - MG,2026-06-02,0.68,16.84,26.45,6.56,0,2,2,1
Itambacuri - MG,2026-06-03,1.67,17.53,24.59,8.35,0,2,1,1
Itambacuri - MG,2026-06-04,0.95,16.32,23.41,9.63,1,1,1,2
Itambacuri - MG,2026-06-05,0.31,14.66,23.65,8.72,1,1,1,1
Itambaracá - PR,2026-05-27,0.07,11.7,27.75,16.67,0,0,2,0
Itambaracá - PR,2026-05-28,0.0,17.65,24.3,15.47,0,0,1,0
Itambaracá - PR,2026-05-29,0.0,15.37,23.48,12.73,0,0,0,0
Itambaracá - PR,2026-05-30,0.16,15.0,23.89,11.91,0,0,0,0
Itambaracá - PR,2026-05-31,0.0,14.61,24.57,7.04,1,0,0,1
Itambaracá - PR,2026-06-01,0.0,14.09,24.39,5.3,1,0,0,0
Itambaracá - PR,2026-06-02,0.0,13.69,22.51,13.52,1,1,1,1
Itambaracá - PR,2026-06-03,0.04,13.0,21.62,19.4,2,0,1,1
Itambaracá - PR,2026-06-04,0.0,12.82,22.13,18.93,0,3,1,0
Itambaracá - PR,2026-06-05,0.0,12.54,21.77,17.98,1,0,0,3
Itambé - PR,2026-05-27,0.0,10.79,26.97,10.1,1,2,0,0
Itambé - PR,2026-05-28,0.01,16.03,25.33,7.7,0,0,1,0
Itambé - PR,2026-05-29,0.02,15.59,24.61,7.26,0,2,0,0
Itambé - PR,2026-05-30,0.65,15.91,24.05,6.73,1,1,0,0
Itambé - PR,2026-05-31,0.01,14.55,24.91,5.48,0,0,1,0
Itambé - PR,2026-06-01,0.0,14.06,24.64,4.11,0,0,1,1
Itambé - PR,2026-06-02,0.0,12.78,23.32,6.85,0,0,0,2
Itambé - PR,2026-06-03,0.0,12.65,22.56,11.98,1,3,0,1
Itambé - PR,2026-06-04,0.0,11.82,22.38,11.84,1,0,0,3
Itambé - PR,2026-06-05,0.0,11.57,22.24,11.36,1,1,0,0
Itambé - PE,2026-05-27,4.6,23.23,26.35,15.85,2,2,3,2
Itambé - PE,2026-05-28,3.11,23.21,27.71,17.4,1,1,2,2
Itambé - PE,2026-05-29,5.57,23.9,27.36,16.67,1,2,2,1
Itambé - PE,2026-05-30,10.92,23.59,26.3,13.8,1,2,2,1
Itambé - PE,2026-05-31,3.77,23.11,28.13,16.78,1,2,1,1
Itambé - PE,2026-06-01,0.34,22.81,28.64,15.52,0,1,2,0
Itambé - PE,2026-06-02,3.72,22.28,28.04,13.94,0,0,1,1
Itambé - PE,2026-06-03,9.4,23.5,27.78,12.21,1,1,1,1
Itambé - PE,2026-06-04,6.96,23.57,27.26,16.55,1,2,2,1
Itambé - PE,2026-06-05,5.17,23.41,27.93,17.67,1,1,1,1
Itambé - BA,2026-05-27,1.23,12.67,25.16,9.18,1,2,3,1
Itambé - BA,2026-05-28,1.44,18.71,25.33,11.52,2,3,2,1
Itambé - BA,2026-05-29,5.1,18.46,22.98,10.41,1,3,3,2
Itambé - BA,2026-05-30,2.7,17.81,23.02,12.09,3,3,3,2
Itambé - BA,2026-05-31,0.52,16.52,23.88,8.63,1,1,1,0
Itambé - BA,2026-06-01,0.24,15.87,25.64,6.87,1,3,0,1
Itambé - BA,2026-06-02,1.12,17.44,25.51,8.14,0,3,2,1
Itambé - BA,2026-06-03,1.92,17.65,24.06,13.05,0,3,2,1
Itambé - BA,2026-06-04,1.54,16.13,22.32,14.12,1,1,3,2
Itambé - BA,2026-06-05,0.44,14.91,23.18,11.25,2,2,2,1
Itambé do Mato Dentro - MG,2026-05-27,0.0,10.01,26.35,8.32,0,0,0,0
Itambé do Mato Dentro - MG,2026-05-28,0.18,16.15,24.8,5.31,0,0,1,2
Itambé do Mato Dentro - MG,2026-05-29,0.71,15.59,23.04,3.57,0,1,3,2
Itambé do Mato Dentro - MG,2026-05-30,1.17,15.47,22.36,5.63,1,1,2,2
Itambé do Mato Dentro - MG,2026-05-31,0.55,14.45,24.29,7.92,0,0,2,1
Itambé do Mato Dentro - MG,2026-06-01,2.69,15.22,24.8,4.88,0,0,0,1
Itambé do Mato Dentro - MG,2026-06-02,3.0,14.66,23.35,3.71,0,0,2,1
Itambé do Mato Dentro - MG,2026-06-03,1.41,15.09,22.03,8.08,1,2,2,1
Itambé do Mato Dentro - MG,2026-06-04,0.5,13.51,20.98,7.66,0,2,1,2
Itambé do Mato Dentro - MG,2026-06-05,0.22,11.38,21.18,9.89,0,0,0,1
Itamogi - MG,2026-05-27,0.06,9.7,27.41,12.56,2,2,2,1
Itamogi - MG,2026-05-28,0.01,16.4,26.24,9.17,0,2,0,1
Itamogi - MG,2026-05-29,0.16,15.18,25.26,8.81,1,1,3,1
Itamogi - MG,2026-05-30,2.82,16.72,23.3,9.64,1,1,1,1
Itamogi - MG,2026-05-31,0.3,14.77,24.57,8.39,0,2,1,0
Itamogi - MG,2026-06-01,0.05,13.16,24.49,9.88,0,2,0,3
Itamogi - MG,2026-06-02,0.0,11.62,23.6,8.23,0,0,0,0
Itamogi - MG,2026-06-03,0.0,12.03,22.59,12.5,2,0,1,0
Itamogi - MG,2026-06-04,0.05,12.29,21.66,17.55,0,0,0,1
Itamogi - MG,2026-06-05,0.09,11.38,20.99,12.55,0,0,0,1
Itamonte - MG,2026-05-27,0.29,4.42,19.75,8.96,2,2,0,1
Itamonte - MG,2026-05-28,0.3,12.28,17.15,3.15,1,3,2,1
Itamonte - MG,2026-05-29,0.18,10.02,16.14,2.37,1,2,2,2
Itamonte - MG,2026-05-30,3.69,10.34,15.2,5.23,3,3,2,2
Itamonte - MG,2026-05-31,0.35,10.17,17.16,6.44,1,2,2,0
Itamonte - MG,2026-06-01,0.14,10.09,17.27,6.12,1,2,1,0
Itamonte - MG,2026-06-02,0.87,9.47,15.45,3.1,2,3,2,1
Itamonte - MG,2026-06-03,2.13,7.34,12.59,6.14,2,2,2,2
Itamonte - MG,2026-06-04,1.22,6.91,12.01,6.31,3,3,2,2
Itamonte - MG,2026-06-05,0.73,6.22,11.9,6.44,2,2,2,2
Itanagra - BA,2026-05-27,0.21,21.36,28.35,14.79,1,1,0,1
Itanagra - BA,2026-05-28,0.68,21.56,28.08,11.89,1,1,0,1
Itanagra - BA,2026-05-29,2.23,21.74,28.17,12.79,1,1,1,0
Itanagra - BA,2026-05-30,8.39,21.59,25.73,13.45,0,1,2,2
Itanagra - BA,2026-05-31,8.99,21.92,25.76,10.48,2,2,2,1
Itanagra - BA,2026-06-01,4.45,21.81,26.17,9.29,1,1,2,1
Itanagra - BA,2026-06-02,5.4,21.75,26.29,10.02,1,2,2,1
Itanagra - BA,2026-06-03,9.41,21.9,25.06,12.87,1,1,1,2
Itanagra - BA,2026-06-04,12.29,22.1,24.6,16.52,2,2,2,2
Itanagra - BA,2026-06-05,9.91,21.79,23.96,16.7,2,2,2,2
Itanhaém - SP,2026-05-27,1.7,17.48,21.87,21.01,1,1,1,2
Itanhaém - SP,2026-05-28,1.92,19.56,20.65,11.46,2,1,1,1
Itanhaém - SP,2026-05-29,2.42,19.31,20.86,10.9,1,1,2,2
Itanhaém - SP,2026-05-30,2.15,20.03,21.05,13.52,2,2,2,1
Itanhaém - SP,2026-05-31,0.45,19.3,21.35,9.5,1,1,1,0
Itanhaém - SP,2026-06-01,0.83,18.62,21.05,11.89,0,3,1,1
Itanhaém - SP,2026-06-02,6.55,18.87,19.98,20.94,1,2,1,1
Itanhaém - SP,2026-06-03,12.98,18.59,19.62,19.63,1,2,3,3
Itanhaém - SP,2026-06-04,5.13,18.26,19.16,14.34,2,1,1,1
Itanhaém - SP,2026-06-05,5.15,17.57,19.15,10.72,1,1,1,1
Itanhandu - MG,2026-05-27,0.16,7.17,23.22,6.6,1,1,0,1
Itanhandu - MG,2026-05-28,0.03,14.15,20.77,5.52,1,2,2,1
Itanhandu - MG,2026-05-29,0.08,11.9,19.95,3.75,0,2,1,1
Itanhandu - MG,2026-05-30,3.31,12.56,18.42,4.88,1,3,2,2
Itanhandu - MG,2026-05-31,0.39,12.36,20.48,4.53,1,2,2,0
Itanhandu - MG,2026-06-01,0.1,11.69,20.67,4.72,3,1,1,0
Itanhandu - MG,2026-06-02,0.38,11.5,19.42,5.12,0,2,1,1
Itanhandu - MG,2026-06-03,1.12,10.06,17.06,7.48,1,1,1,1
Itanhandu - MG,2026-06-04,0.72,9.73,16.35,6.71,2,2,2,2
Itanhandu - MG,2026-06-05,0.41,8.91,16.09,8.26,1,2,1,1
Itanhangá - MT,2026-05-27,0.0,20.11,33.22,11.08,2,3,0,1
Itanhangá - MT,2026-05-28,0.0,20.65,32.46,8.13,1,0,1,0
Itanhangá - MT,2026-05-29,0.0,20.93,32.33,7.13,0,0,0,1
Itanhangá - MT,2026-05-30,0.0,21.66,32.02,6.59,0,0,0,0
Itanhangá - MT,2026-05-31,0.0,20.95,32.51,6.21,0,3,0,1
Itanhangá - MT,2026-06-01,0.0,20.53,32.55,5.57,0,0,0,1
Itanhangá - MT,2026-06-02,0.0,20.31,32.54,7.26,0,0,0,2
Itanhangá - MT,2026-06-03,0.0,20.25,32.4,10.36,0,0,0,0
Itanhangá - MT,2026-06-04,0.0,19.07,32.57,8.95,1,2,0,0
Itanhangá - MT,2026-06-05,0.0,19.6,32.37,6.45,0,0,0,0
Itanhém - BA,2026-05-27,1.31,14.23,27.16,9.7,0,3,3,2
Itanhém - BA,2026-05-28,1.92,19.75,26.3,12.61,2,0,1,1
Itanhém - BA,2026-05-29,1.29,20.09,25.73,11.33,3,2,3,2
Itanhém - BA,2026-05-30,1.16,18.81,25.2,11.69,1,2,2,1
Itanhém - BA,2026-05-31,0.02,17.36,26.32,7.83,1,0,0,1
Itanhém - BA,2026-06-01,0.02,16.62,28.2,6.52,0,1,1,0
Itanhém - BA,2026-06-02,0.38,17.44,27.57,9.18,3,1,2,1
Itanhém - BA,2026-06-03,0.81,19.09,26.06,13.71,0,2,2,1
Itanhém - BA,2026-06-04,1.35,18.35,23.85,14.85,0,3,3,2
Itanhém - BA,2026-06-05,0.13,15.94,25.49,10.48,0,1,1,1
Itanhomi - MG,2026-05-27,0.0,12.7,28.22,6.22,0,3,3,0
Itanhomi - MG,2026-05-28,0.18,18.93,27.77,4.09,0,0,1,2
Itanhomi - MG,2026-05-29,0.64,19.24,25.83,4.92,1,2,2,1
Itanhomi - MG,2026-05-30,0.69,18.62,24.55,4.47,1,2,2,2
Itanhomi - MG,2026-05-31,0.04,16.8,26.23,4.19,0,0,1,2
Itanhomi - MG,2026-06-01,0.36,17.03,27.89,3.06,0,0,2,0
Itanhomi - MG,2026-06-02,2.78,17.97,26.2,4.01,0,1,2,1
Itanhomi - MG,2026-06-03,2.26,17.34,25.34,5.75,1,1,1,1
Itanhomi - MG,2026-06-04,0.23,16.01,24.13,8.53,1,1,0,2
Itanhomi - MG,2026-06-05,0.22,14.79,23.93,7.57,1,1,0,1
Itaobim - MG,2026-05-27,0.2,13.01,26.91,8.68,0,0,3,3
Itaobim - MG,2026-05-28,0.48,18.21,27.58,10.97,0,1,2,1
Itaobim - MG,2026-05-29,1.42,19.49,25.51,9.63,1,2,2,2
Itaobim - MG,2026-05-30,0.79,18.37,24.89,10.29,1,2,2,2
Itaobim - MG,2026-05-31,0.16,17.08,26.38,6.8,0,1,1,0
Itaobim - MG,2026-06-01,0.0,15.81,28.8,5.48,0,1,0,0
Itaobim - MG,2026-06-02,0.12,16.47,28.14,7.99,0,1,1,0
Itaobim - MG,2026-06-03,0.65,18.03,25.53,12.51,0,3,2,2
Itaobim - MG,2026-06-04,0.62,16.85,23.48,14.07,0,2,2,2
Itaobim - MG,2026-06-05,0.14,15.07,24.87,9.28,0,1,1,1
Itaóca - SP,2026-05-27,1.43,11.26,22.5,3.83,3,3,0,1
Itaóca - SP,2026-05-28,0.54,14.87,19.33,7.59,3,3,2,2
Itaóca - SP,2026-05-29,0.59,13.27,18.7,7.33,1,3,2,2
Itaóca - SP,2026-05-30,1.52,14.06,19.11,5.32,3,2,2,2
Itaóca - SP,2026-05-31,0.08,12.11,21.57,3.03,1,3,2,0
Itaóca - SP,2026-06-01,0.3,12.16,20.99,2.3,1,2,3,1
Itaóca - SP,2026-06-02,2.87,14.41,17.6,8.03,2,3,3,2
Itaóca - SP,2026-06-03,3.54,13.32,15.68,11.52,2,3,3,2
Itaóca - SP,2026-06-04,1.66,11.95,16.6,9.57,2,2,2,2
Itaóca - SP,2026-06-05,1.59,12.0,16.62,9.34,2,3,2,2
Itaocara - RJ,2026-05-27,0.03,12.48,28.03,6.1,0,0,0,2
Itaocara - RJ,2026-05-28,1.93,19.65,25.71,6.24,0,2,2,1
Itaocara - RJ,2026-05-29,0.42,16.43,23.89,5.39,0,1,1,2
Itaocara - RJ,2026-05-30,0.24,17.37,23.7,5.75,2,2,2,2
Itaocara - RJ,2026-05-31,0.27,16.42,25.88,4.54,0,1,0,0
Itaocara - RJ,2026-06-01,0.72,17.06,26.11,5.44,0,1,1,0
Itaocara - RJ,2026-06-02,3.61,18.06,24.48,4.68,1,2,1,1
Itaocara - RJ,2026-06-03,2.47,15.68,21.22,10.63,0,0,1,2
Itaocara - RJ,2026-06-04,0.96,15.79,21.6,6.89,2,2,1,2
Itaocara - RJ,2026-06-05,0.61,14.0,21.9,6.7,2,1,0,1
Itapaci - GO,2026-05-27,0.0,17.11,31.97,8.99,2,0,0,0
Itapaci - GO,2026-05-28,0.0,19.78,31.24,6.96,0,0,0,0
Itapaci - GO,2026-05-29,0.0,20.46,29.86,6.4,0,3,0,1
Itapaci - GO,2026-05-30,0.0,19.78,29.24,6.19,0,0,0,0
Itapaci - GO,2026-05-31,0.0,19.27,30.6,5.57,0,0,0,1
Itapaci - GO,2026-06-01,0.17,18.87,30.83,4.19,0,0,0,0
Itapaci - GO,2026-06-02,0.02,18.59,30.67,6.78,2,2,2,1
Itapaci - GO,2026-06-03,0.0,18.46,30.59,9.65,0,0,0,0
Itapaci - GO,2026-06-04,0.0,18.82,30.41,10.07,0,0,2,0
Itapaci - GO,2026-06-05,0.0,18.32,29.71,9.15,0,0,2,0
Itapagipe - MG,2026-05-27,0.0,14.17,31.0,14.15,0,0,1,1
Itapagipe - MG,2026-05-28,0.0,19.71,30.21,11.2,0,3,2,0
Itapagipe - MG,2026-05-29,0.0,18.84,29.61,11.21,2,0,0,1
Itapagipe - MG,2026-05-30,0.54,19.41,29.27,7.74,1,0,0,0
Itapagipe - MG,2026-05-31,0.0,18.27,29.04,8.2,0,3,2,0
Itapagipe - MG,2026-06-01,0.0,16.22,28.17,8.93,1,3,1,3
Itapagipe - MG,2026-06-02,0.0,14.84,26.42,9.28,0,0,0,0
Itapagipe - MG,2026-06-03,0.0,14.5,26.84,15.29,0,0,0,0
Itapagipe - MG,2026-06-04,0.0,15.32,27.63,14.29,3,3,1,0
Itapagipe - MG,2026-06-05,0.0,15.88,26.68,13.72,0,3,0,0
Itapajé - CE,2026-05-27,0.41,23.45,31.0,16.46,1,1,0,0
Itapajé - CE,2026-05-28,1.33,23.81,30.9,19.69,0,1,1,1
Itapajé - CE,2026-05-29,2.83,23.87,30.26,16.57,0,0,0,1
Itapajé - CE,2026-05-30,6.7,24.0,28.89,16.34,1,1,1,1
Itapajé - CE,2026-05-31,3.74,23.58,30.16,12.89,1,1,1,1
Itapajé - CE,2026-06-01,1.81,23.37,30.74,13.38,1,0,0,1
Itapajé - CE,2026-06-02,1.13,23.06,30.95,11.31,0,0,0,0
Itapajé - CE,2026-06-03,2.71,23.09,29.68,13.61,0,0,1,1
Itapajé - CE,2026-06-04,2.03,23.07,30.73,13.05,0,0,1,1
Itapajé - CE,2026-06-05,1.87,23.44,31.02,15.23,0,1,1,1
Itaparica - BA,2026-05-27,0.22,22.64,27.88,20.54,1,1,0,0
Itaparica - BA,2026-05-28,2.68,23.56,26.87,14.0,1,1,1,1
Itaparica - BA,2026-05-29,6.01,23.68,26.89,14.12,1,2,2,0
Itaparica - BA,2026-05-30,18.76,23.34,24.99,18.69,1,3,3,2
Itaparica - BA,2026-05-31,5.49,23.77,25.54,16.99,2,1,2,1
Itaparica - BA,2026-06-01,8.04,23.47,25.67,14.09,1,2,2,1
Itaparica - BA,2026-06-02,12.45,23.22,25.89,14.43,1,2,2,1
Itaparica - BA,2026-06-03,17.19,23.28,24.93,20.68,2,2,2,1
Itaparica - BA,2026-06-04,12.43,23.07,24.66,24.02,1,2,2,2
Itaparica - BA,2026-06-05,9.31,22.57,24.46,23.17,2,2,2,1
Itapé - BA,2026-05-27,1.19,15.98,26.97,12.85,0,3,1,1
Itapé - BA,2026-05-28,0.34,18.84,27.65,10.14,0,1,0,1
Itapé - BA,2026-05-29,5.85,20.65,24.23,10.91,0,2,3,2
Itapé - BA,2026-05-30,2.41,20.31,25.08,15.07,2,2,2,1
Itapé - BA,2026-05-31,0.42,18.64,25.6,8.6,0,3,0,1
Itapé - BA,2026-06-01,2.7,19.22,25.67,8.13,0,1,1,1
Itapé - BA,2026-06-02,3.91,19.59,25.82,8.69,0,1,1,1
Itapé - BA,2026-06-03,2.14,20.06,25.28,15.36,1,2,2,1
Itapé - BA,2026-06-04,1.19,19.1,24.35,17.68,0,1,2,1
Itapé - BA,2026-06-05,0.31,17.72,25.09,15.88,0,1,1,1
Itapebi - BA,2026-05-27,1.3,15.95,27.07,13.93,2,0,2,1
Itapebi - BA,2026-05-28,0.7,19.12,27.4,11.17,0,1,1,1
Itapebi - BA,2026-05-29,4.97,21.15,24.42,13.6,1,3,3,2
Itapebi - BA,2026-05-30,1.46,20.03,25.27,16.1,1,1,1,1
